0.87317620651
3613,1
1484,1
1180,1
3571,-1
2218,1
972,1
3255,1
2111,1
2197,1
403,1
3353,1
1985,1
814,1
3450,1
2919,1
1434,1
3740,1
264,1
2227,1
3500,1
1000,1
4088,1
3378,1
2416,1
290,1
282,1
256,1
1551,1
4713,1
4880,1
553,1
265,-1
2614,1
2903,1
4332,1
4629,1
2734,-1
4730,1
1093,1
1606,1
4788,1
4120,1
1038,1
436,1
1879,1
1624,1
1927,1
1280,1
1296,1
4412,1
956,1
1402,1
3468,1
4688,-1
2519,1
1940,-1
4649,1
1582,1
2771,1
2476,1
4970,-1
746,1
4394,1
2820,1
2977,1
1497,1
1876,-1
91,1
2982,1
419,1
4011,1
3197,1
1817,1
902,1
3989,1
4181,1
293,1
2369,1
1968,1
2047,1
3798,1
1517,1
2124,1
2936,1
697,1
1769,1
3597,1
3674,1
4744,1
4583,1
286,-1
126,-1
268,1
3293,-1
3097,-1
57,1
3882,-1
1912,1
1799,-1
157,1
3848,1
1581,1
2704,1
4987,1
3751,1
2777,1
4879,-1
1275,1
4269,-1
3250,1
4774,1
1937,-1
3590,1
3630,1
500,1
56,1
529,1
3528,1
2253,-1
1332,1
4621,1
4612,-1
52,1
1803,1
168,1
3910,1
4731,1
955,1
807,1
4272,1
780,1
1809,-1
1549,1
3305,-1
294,1
4030,-1
2063,1
3082,-1
1853,1
2166,1
2340,1
9,1
1061,-1
3956,1
2204,1
526,1
4864,1
3717,1
4898,1
4023,1
2689,1
55,1
1290,1
3661,1
541,1
2092,1
3847,1
4060,1
4693,1
2583,1
715,1
3240,1
4975,1
4954,1
105,1
3342,1
2294,-1
2618,1
4721,1
3634,1
1166,1
1240,1
4446,1
1346,1
1697,1
3796,1
1631,1
4461,1
2483,1
4241,1
3749,1
3734,1
3880,1
4313,1
269,1
3205,-1
50,1
1292,1
4914,-1
3435,1
2372,-1
3387,1
2221,1
924,1
686,1
146,1
2996,1
4236,1
954,1
3790,1
785,-1
2976,-1
647,1
3644,1
962,1
1858,1
4684,1
2302,1
499,1
3147,1
4717,1
3637,1
3071,1
4099,1
4942,-1
3595,1
635,1
2143,1
2916,1
4746,1
637,1
2297,1
4652,1
474,1
614,1
4282,1
938,1
3870,1
1686,1
4695,1
3949,1
1407,1
2690,1
676,1
2546,1
2624,1
2744,1
1846,-1
4393,1
4174,1
2978,-1
1924,1
3941,1
1173,1
1309,1
4499,1
2141,1
4403,-1
838,1
619,1
3640,1
3741,-1
2926,1
2273,-1
2648,1
3481,1
287,1
3317,1
391,1
4855,-1
2034,1
1824,1
4421,1
4919,1
320,1
3039,1
4807,1
4885,1
3117,1
2174,1
4572,1
949,-1
339,1
197,1
4488,-1
3108,1
961,1
2033,1
3321,1
921,1
4356,1
3130,1
1503,-1
646,1
4222,1
3407,1
2190,1
1586,1
1709,1
3464,1
1293,1
4315,-1
74,1
2299,1
1398,1
1971,-1
2971,1
3948,1
518,1
242,1
3125,1
2511,1
4913,1
3810,1
1923,1
1775,1
3330,-1
3852,1
2953,1
4818,-1
3079,1
3760,1
1789,1
3722,1
1226,1
1842,1
2589,1
3894,1
4738,1
4728,1
2066,1
1982,1
4316,1
4655,1
4842,1
1439,1
3830,1
515,1
3249,1
4568,1
3254,1
365,-1
2995,1
2075,1
1125,1
3907,1
4869,1
633,1
519,1
4820,1
1652,1
2031,1
4096,1
1435,1
2313,1
4250,1
2352,-1
417,1
2847,1
2067,1
755,1
1601,1
2450,1
4776,1
4384,-1
2373,1
3372,1
1793,1
578,1
2412,1
1044,1
594,1
370,1
2035,1
1827,1
2025,1
4978,1
2110,-1
2417,-1
1040,1
385,1
4611,1
1797,-1
830,1
306,1
3787,1
682,-1
3696,1
1137,1
768,1
958,1
1092,1
4519,1
3023,-1
4389,1
4791,1
4573,1
2655,-1
1728,1
3913,1
30,1
2725,1
2498,1
3245,-1
3985,1
2599,1
4196,1
1482,1
3144,1
2993,1
113,-1
3621,1
810,1
138,1
662,1
3299,1
4286,1
201,1
2695,1
4523,1
1895,-1
1699,1
4205,-1
4460,1
1404,-1
2147,1
3151,1
1822,1
1120,1
1196,1
3994,1
505,1
2584,1
