0.977553310887
764,1
763,-1
2571,1
4232,-1
4079,-1
3275,1
4538,-1
1932,-1
396,-1
3823,-1
1489,1
3220,-1
1522,1
1498,-1
2217,-1
2511,-1
526,1
3403,-1
4357,1
430,-1
2368,-1
2035,-1
4011,-1
2443,-1
214,-1
1074,1
4162,1
2401,-1
3128,-1
3074,-1
968,-1
1472,-1
3269,1
192,-1
1102,1
3439,1
1154,1
3472,1
4282,-1
49,-1
4932,-1
290,-1
892,-1
605,-1
2804,-1
975,1
345,-1
455,-1
897,-1
4321,-1
2400,1
4861,-1
2256,-1
4831,-1
586,-1
1825,1
1341,1
1257,-1
4287,1
4892,-1
2580,-1
1948,1
3618,-1
4355,-1
3902,1
1631,-1
3885,1
3055,1
3813,1
3075,-1
790,-1
3976,1
3779,1
1331,1
3597,-1
3042,1
2899,-1
1736,-1
3334,-1
374,1
3617,1
3429,1
582,-1
3757,-1
3979,-1
3916,-1
12,-1
3524,-1
4915,-1
3361,-1
3319,1
1495,-1
306,-1
2365,1
1882,1
4444,-1
3702,-1
4646,1
2669,1
2614,-1
1246,-1
1386,1
2324,-1
1520,-1
3912,-1
3474,-1
372,-1
3391,1
4760,1
2292,-1
2030,1
4569,-1
1564,-1
318,-1
3749,-1
1442,1
3475,-1
4056,-1
467,-1
2881,1
630,-1
4381,-1
733,-1
521,-1
460,-1
4351,-1
1757,-1
344,1
1887,-1
3662,-1
172,-1
3988,-1
2595,-1
4942,-1
2697,-1
2788,-1
4719,-1
3637,-1
3942,-1
2481,-1
3890,-1
1251,-1
2767,-1
4767,-1
1146,-1
2775,-1
2947,-1
3851,1
3002,-1
450,-1
3289,1
4433,-1
1120,1
819,-1
7,-1
2666,-1
3643,-1
1182,-1
287,-1
2165,-1
4478,-1
1725,-1
2758,-1
3598,-1
428,-1
1830,1
891,-1
4771,1
1843,1
3968,1
2953,-1
4453,1
162,1
1800,-1
2946,-1
1095,1
4979,-1
537,-1
382,-1
149,-1
773,-1
264,-1
2649,1
2594,1
2194,-1
4305,-1
580,-1
3358,-1
3214,-1
2922,1
4916,-1
3008,-1
3784,-1
2211,-1
1985,-1
2609,-1
3233,-1
4139,-1
3680,1
1016,-1
3307,1
3368,-1
3995,1
4023,-1
331,-1
581,-1
755,-1
3658,-1
96,-1
1334,1
3509,-1
2436,1
2696,-1
2399,1
142,-1
1184,-1
2156,-1
1563,-1
3226,-1
3116,-1
1500,-1
3133,-1
1544,-1
4981,-1
4897,-1
1019,-1
1181,1
4610,-1
4213,-1
2768,1
4693,-1
1359,-1
4586,1
34,1
2378,-1
25,-1
3701,-1
4988,-1
2338,1
2064,-1
2332,-1
4386,-1
3955,-1
1110,-1
4972,-1
3892,1
4527,-1
1715,-1
3569,-1
3349,1
163,-1
1867,-1
2384,-1
461,-1
4810,-1
4854,-1
4698,-1
4634,-1
2175,1
4734,-1
168,-1
1910,1
2901,-1
1726,-1
1791,-1
1566,-1
4847,-1
4564,-1
1513,-1
1308,1
3286,1
2873,-1
2643,-1
1718,-1
2221,-1
360,-1
4096,1
4426,-1
2159,1
1279,-1
1895,-1
217,1
2619,-1
3059,-1
2638,-1
995,-1
4532,-1
1343,-1
3714,-1
3300,1
2536,-1
656,-1
4993,-1
3047,1
3937,-1
1496,-1
1439,-1
4575,1
4184,1
3088,-1
3705,1
2,-1
2351,-1
2770,1
1093,1
899,1
1267,-1
1611,1
3698,-1
1905,-1
4452,1
2741,-1
3097,-1
1719,-1
1212,-1
4235,-1
788,-1
147,-1
1503,-1
752,1
4404,-1
2153,-1
1365,-1
4366,-1
680,-1
4718,-1
4628,-1
