0.844532279315
4322,3
3383,1
3473,3
1435,1
4093,2
4772,4
562,2
144,3
1453,1
3080,1
181,3
4235,5
2737,1
4145,1
154,3
4910,3
3469,4
1467,2
626,3
3237,1
2501,3
2227,3
402,3
1495,1
2610,1
2301,2
1627,1
1046,1
2729,4
4651,5
216,3
200,2
311,4
1063,1
1882,1
500,1
1162,3
3407,3
4339,3
4205,5
3408,1
1599,5
2158,5
1720,3
4417,1
2796,3
3763,3
4942,1
3243,4
1260,2
3132,5
2766,5
2194,5
2955,2
1700,4
4224,1
3967,3
988,5
1110,3
4818,5
894,1
4177,2
4801,4
4793,1
4265,2
2849,4
3707,4
2565,1
1499,1
30,3
4258,1
353,3
1654,1
2842,1
2975,3
1051,5
2161,4
3155,1
3536,3
800,4
398,5
2674,2
4741,4
4571,3
2841,1
3228,3
3638,1
3423,1
1371,4
2466,4
1957,3
1134,3
1800,3
2027,1
2423,4
1234,2
3877,3
2520,3
399,4
2248,2
3701,2
3957,3
4164,3
176,1
2422,3
1342,3
1079,4
661,3
308,3
197,4
767,3
419,5
4816,3
536,1
8,3
395,5
430,3
122,3
4399,5
2087,5
2243,4
3760,3
2346,1
1097,1
4628,2
2627,5
3534,3
3511,3
921,2
1899,1
4465,3
4274,1
54,4
24,5
1969,1
3863,3
3824,4
4035,3
1214,2
274,5
1509,1
2110,5
3910,1
4609,1
538,1
4168,3
2023,2
4486,4
2577,3
2247,1
1099,4
3883,4
3480,3
4813,5
590,5
2135,1
46,4
3196,3
3990,1
2649,3
2618,2
2031,4
1789,3
904,1
1717,3
4102,1
3632,1
3780,5
2521,2
3818,3
919,3
4288,4
4468,5
2877,5
3323,5
2858,1
1252,1
306,4
4673,3
3913,4
2817,1
3059,2
2543,5
3984,5
1662,1
357,4
2041,5
3219,4
725,1
3543,4
1923,2
2657,3
1218,4
2057,2
1780,3
3030,3
2573,2
2790,3
1558,4
2612,1
4058,4
4614,4
3164,3
769,4
50,4
4100,1
4935,5
3341,3
522,1
902,1
1231,3
250,3
3320,5
1194,4
646,1
673,4
1102,3
4998,4
